kind,note_id,movement,page,system,bar,group,onset_ticks,duration_ticks,rest_bars,pitch,midi,tie_to_next,tie_from_previous
rest,,4,8,1,34,5,264,64,8,,,,
rest,,4,8,1,42,6,328,64,8,,,,
rest,,4,8,2,50,1,392,32,4,,,,
rest,,4,8,2,54,2,424,32,4,,,,
note,tb2-p08-s02-n001,4,8,2,58,3,456,2,,D3,50,False,
rest,,4,8,2,58,3,458,2,,,,,
note,tb2-p08-s02-n002,4,8,2,58,3,460,2,,D3,50,False,
rest,,4,8,2,58,3,462,2,,,,,
note,tb2-p08-s02-n003,4,8,2,59,4,464,6,,D3,50,False,
note,tb2-p08-s02-n004,4,8,2,59,4,470,2,,D3,50,False,
note,tb2-p08-s03-n001,4,8,3,60,1,472,2,,B3,59,False,
rest,,4,8,3,60,1,474,2,,,,,
note,tb2-p08-s03-n002,4,8,3,60,1,476,2,,C4,60,False,
note,tb2-p08-s03-n003,4,8,3,60,1,478,2,,A3,57,False,
note,tb2-p08-s03-n004,4,8,3,61,2,480,2,,B3,59,False,
rest,,4,8,3,61,2,482,2,,,,,
note,tb2-p08-s03-n005,4,8,3,61,2,484,2,,C4,60,False,
note,tb2-p08-s03-n006,4,8,3,61,2,486,2,,A3,57,False,
note,tb2-p08-s03-n007,4,8,3,62,3,488,4,,B3,59,False,
note,tb2-p08-s03-n008,4,8,3,62,3,492,4,,C4,60,False,
note,tb2-p08-s03-n009,4,8,3,63,4,496,2,,F3,53,False,
note,tb2-p08-s03-n010,4,8,3,63,4,498,2,,Eb4,63,False,
note,tb2-p08-s03-n011,4,8,3,63,4,500,2,,Bb3,58,False,
note,tb2-p08-s03-n012,4,8,3,63,4,502,2,,A3,57,False,
note,tb2-p08-s03-n013,4,8,3,64,5,504,4,,Bb3,58,False,
note,tb2-p08-s03-n014,4,8,3,64,5,508,2,,G3,55,False,
note,tb2-p08-s03-n015,4,8,3,64,5,510,2,,G3,55,False,
note,tb2-p08-s03-n016,4,8,3,65,6,512,2,,A3,57,False,
note,tb2-p08-s03-n017,4,8,3,65,6,514,2,,Bb3,58,False,
note,tb2-p08-s03-n018,4,8,3,65,6,516,2,,A3,57,False,
rest,,4,8,3,65,6,518,2,,,,,
note,tb2-p08-s03-n019,4,8,3,66,7,520,2,,D3,50,False,
rest,,4,8,3,66,7,522,2,,,,,
note,tb2-p08-s03-n020,4,8,3,66,7,524,2,,D3,50,False,
rest,,4,8,3,66,7,526,2,,,,,
note,tb2-p08-s03-n021,4,8,3,67,8,528,6,,D3,50,False,
note,tb2-p08-s03-n022,4,8,3,67,8,534,2,,D3,50,False,
note,tb2-p08-s04-n001,4,8,4,68,1,536,2,,E3,52,False,
rest,,4,8,4,68,1,538,2,,,,,
note,tb2-p08-s04-n002,4,8,4,68,1,540,2,,C4,60,False,
note,tb2-p08-s04-n003,4,8,4,68,1,542,2,,A3,57,False,
